Name,Set Name,Number,Type,HP,Stage,Rarity,1st Edition,Shadowless,Unlimited,Rev Holo,Additional
Gallade Spirit Link,Roaring Skies,83,Trainer,,Item,Uncommon,-,-,,,
Healing Scarf,Roaring Skies,84,Trainer,,Item,Uncommon,-,-,,,
Latios Spirit Link,Roaring Skies,85,Trainer,,Item,Uncommon,-,-,,,
Mega Turbo,Roaring Skies,86,Trainer,,Item,Uncommon,-,-,,,
Rayquaza Spirit Link,Roaring Skies,87,Trainer,,Item,Uncommon,-,-,,,
Revive,Roaring Skies,88,Trainer,,Item,Uncommon,-,-,,,
Sky Field,Roaring Skies,89,Trainer,,Stadium,Uncommon,-,-,,,
Steven,Roaring Skies,90,Trainer,,Supporter,Uncommon,-,-,,,
Switch,Roaring Skies,91,Trainer,,Item,Uncommon,-,-,,,
Trainers' Mail,Roaring Skies,92,Trainer,,Item,Uncommon,-,-,,,
Ultra Ball,Roaring Skies,93,Trainer,,Item,Uncommon,-,-,,,
Wally,Roaring Skies,94,Trainer,,Supporter,Uncommon,-,-,,,
Wide Lens,Roaring Skies,95,Trainer,,Item,Uncommon,-,-,,,
Winona,Roaring Skies,96,Trainer,,Supporter,Uncommon,-,-,,,
Double Dragon Energy,Roaring Skies,97,Energy,,Special Energy,Uncommon,-,-,,,
Thundurus-EX,Roaring Skies,98,Lightning,170,Basic,Full Art,-,-,,-,
Gallade-EX,Roaring Skies,99,Psychic,170,Basic,Full Art,-,-,,-,
Mega Gallade-EX,Roaring Skies,100,Psychic,220,Mega,Full Art,-,-,,-,
Latios-EX,Roaring Skies,101,Dragon,170,Basic,Full Art,-,-,,-,
Mega Latios-EX,Roaring Skies,102,Dragon,220,Mega,Full Art,-,-,,-,
Hydreigon-EX,Roaring Skies,103,Dragon,170,Basic,Full Art,-,-,,-,
Rayquaza-EX,Roaring Skies,104,Colorless,170,Basic,Full Art,-,-,,-,
Mega Rayquaza-EX,Roaring Skies,105,Colorless,220,Mega,Full Art,-,-,,-,
Shaymin-EX,Roaring Skies,106,Colorless,110,Basic,Full Art,-,-,,-,
Wally,Roaring Skies,107,Trainer,,Supporter,Full Art,-,-,,-,
Winona,Roaring Skies,108,Trainer,,Supporter,Full Art,-,-,,-,
Energy Switch,Roaring Skies,109,Trainer,,Item,Secret Rare,-,-,,-,
VS Seeker,Roaring Skies,110,Trainer,,Item,Secret Rare,-,-,,-,
Oddish,Ancient Origins,1,Grass,50,Basic,Common,-,-,,,
Gloom,Ancient Origins,2,Grass,80,Stage 1,Uncommon,-,-,,,
Vileplume,Ancient Origins,3,Grass,130,Stage 2,Rare,-,-,,,
Bellossom,Ancient Origins,4,Grass,120,Stage 2,Uncommon,-,-,,,
Spinarak,Ancient Origins,5,Grass,50,Basic,Common,-,-,,,
Ariados,Ancient Origins,6,Grass,70,Stage 1,Uncommon,-,-,,,
Sceptile-EX,Ancient Origins,7,Grass,170,Basic,EX Rare,-,-,,-,
Mega Sceptile-EX,Ancient Origins,8,Grass,220,Mega,EX Rare,-,-,,-,
Combee,Ancient Origins,9,Grass,40,Basic,Common,-,-,,,
Vespiquen,Ancient Origins,10,Grass,90,Stage 1,Uncommon,-,-,,,
Vespiquen,Ancient Origins,11,Grass,90,Stage 1,Rare,-,-,,,
Virizion,Ancient Origins,12,Grass,110,Basic,Holo Rare,-,-,,,
Flareon,Ancient Origins,13,Fire,90,Stage 1,Uncommon,-,-,,,
Entei,Ancient Origins,14,Fire,120,Basic,Rare,-,-,,,
Entei,Ancient Origins,15,Fire,130,Basic,Holo Rare,-,-,,,
Larvesta,Ancient Origins,16,Fire,70,Basic,Common,-,-,,,
Volcarona,Ancient Origins,17,Fire,100,Stage 1,Holo Rare,-,-,,,
Volcarona,Ancient Origins,18,Fire,110,Stage 1,Rare,-,-,,,
Magikarp,Ancient Origins,19,Water,30,Basic,Common,-,-,,,
Gyarados,Ancient Origins,20,Water,130,Stage 1,Rare,-,-,,,
Gyarados,Ancient Origins,21,Water,130,Stage 1,Holo Rare,-,-,,,
Vaporeon,Ancient Origins,22,Water,90,Stage 1,Uncommon,-,-,,,
Relicanth,Ancient Origins,23,Water,90,Basic,Common,-,-,,,
Regice,Ancient Origins,24,Water,120,Basic,Rare,-,-,,,
Kyurem-EX,Ancient Origins,25,Water,180,Basic,EX Rare,-,-,,-,
Jolteon,Ancient Origins,26,Lightning,90,Stage 1,Holo Rare,-,-,,,
Ampharos-EX,Ancient Origins,27,Lightning,170,Basic,EX Rare,-,-,,-,
Mega Ampharos-EX,Ancient Origins,28,Lightning,220,Mega,EX Rare,-,-,,-,
Rotom,Ancient Origins,29,Lightning,70,Basic,Uncommon,-,-,,,
Unown,Ancient Origins,30,Psychic,60,Basic,Common,-,-,,,
Baltoy,Ancient Origins,31,Psychic,60,Basic,Common,-,-,,,
Baltoy,Ancient Origins,32,Psychic,60,Basic,Common,-,-,,,
Claydol,Ancient Origins,33,Psychic,100,Stage 1,Rare,-,-,,,
Golett,Ancient Origins,34,Psychic,90,Basic,Common,-,-,,,
Golurk,Ancient Origins,35,Psychic,130,Stage 1,Rare,-,-,,,
Hoopa-EX,Ancient Origins,36,Psychic,170,Basic,EX Rare,-,-,,-,
Machamp-EX,Ancient Origins,37,Fighting,180,Basic,EX Rare,-,-,,-,
Wooper,Ancient Origins,38,Fighting,60,Basic,Common,-,-,,,
Quagsire,Ancient Origins,39,Fighting,110,Stage 1,Common,-,-,,,
Regirock,Ancient Origins,40,Fighting,120,Basic,Rare,-,-,,,
Golurk,Ancient Origins,41,Fighting,130,Stage 1,Common,-,-,,,
Tyranitar-EX,Ancient Origins,42,Darkness,180,Basic,EX Rare,-,-,,-,
Mega Tyranitar-EX,Ancient Origins,43,Darkness,240,Mega,EX Rare,-,-,,-,
Sableye,Ancient Origins,44,Darkness,70,Basic,Uncommon,-,-,,,
Inkay,Ancient Origins,45,Darkness,50,Basic,Common,-,-,,,
Malamar,Ancient Origins,46,Darkness,90,Stage 1,Common,-,-,,,
Beldum,Ancient Origins,47,Metal,60,Basic,Common,-,-,,,
Metang,Ancient Origins,48,Metal,90,Stage 1,Uncommon,-,-,,,
Metagross,Ancient Origins,49,Metal,150,Stage 2,Rare,-,-,,,
Metagross,Ancient Origins,50,Metal,150,Stage 2,Rare,-,-,,,
Registeel,Ancient Origins,51,Metal,120,Basic,Rare,-,-,,,
Ralts,Ancient Origins,52,Fairy,60,Basic,Common,-,-,,,
Kirlia,Ancient Origins,53,Fairy,80,Stage 1,Uncommon,-,-,,,
Gardevoir,Ancient Origins,54,Fairy,130,Stage 2,Holo Rare,-,-,,,
Cottonee,Ancient Origins,55,Fairy,40,Basic,Common,-,-,,,
Whimsicott,Ancient Origins,56,Fairy,70,Stage 1,Uncommon,-,-,,,
Giratina-EX,Ancient Origins,57,Dragon,170,Basic,EX Rare,-,-,,-,
Goomy,Ancient Origins,58,Dragon,40,Basic,Common,-,-,,,
Sliggoo,Ancient Origins,59,Dragon,70,Stage 1,Uncommon,-,-,,,
Goodra,Ancient Origins,60,Dragon,150,Stage 2,Holo Rare,-,-,,,
Meowth,Ancient Origins,61,Colorless,60,Basic,Common,-,-,,,
Persian,Ancient Origins,62,Colorless,90,Stage 1,Common,-,-,,,
Eevee,Ancient Origins,63,Colorless,60,Basic,Common,-,-,,,
Porygon,Ancient Origins,64,Colorless,60,Basic,Common,-,-,,,
Porygon2,Ancient Origins,65,Colorless,80,Stage 1,Uncommon,-,-,,,
Porygon-Z,Ancient Origins,66,Colorless,130,Stage 2,Rare,-,-,,,
Porygon-Z,Ancient Origins,67,Colorless,130,Stage 2,Holo Rare,-,-,,,
Lugia-EX,Ancient Origins,68,Colorless,170,Basic,EX Rare,-,-,,-,
Ace Trainer,Ancient Origins,69,Trainer,,Supporter,Uncommon,-,-,,,
Ampharos Spirit Link,Ancient Origins,70,Trainer,,Item,Uncommon,-,-,,,
Eco Arm,Ancient Origins,71,Trainer,,Item,Uncommon,-,-,,,
Energy Recycler,Ancient Origins,72,Trainer,,Item,Uncommon,-,-,,,
Faded Town,Ancient Origins,73,Trainer,,Stadium,Uncommon,-,-,,,
Forest of Giant Plants,Ancient Origins,74,Trainer,,Stadium,Uncommon,-,-,,,
Hex Maniac,Ancient Origins,75,Trainer,,Supporter,Uncommon,-,-,,,
Level Ball,Ancient Origins,76,Trainer,,Item,Uncommon,-,-,,,
Lucky Helmet,Ancient Origins,77,Trainer,,Item,Uncommon,-,-,,,
Lysandre,Ancient Origins,78,Trainer,,Supporter,Uncommon,-,-,,,
Paint Roller,Ancient Origins,79,Trainer,,Item,Uncommon,-,-,,,
Sceptile Spirit Link,Ancient Origins,80,Trainer,,Item,Uncommon,-,-,,,
Tyranitar Spirit Link,Ancient Origins,81,Trainer,,Item,Uncommon,-,-,,,
Dangerous Energy,Ancient Origins,82,Energy,,Special Energy,Uncommon,-,-,,,
Flash Energy,Ancient Origins,83,Energy,,Special Energy,Uncommon,-,-,,,
Sceptile-EX,Ancient Origins,84,Grass,170,Basic,Full Art,-,-,,-,
Mega Sceptile-EX,Ancient Origins,85,Grass,220,Mega,Full Art,-,-,,-,
Kyurem-EX,Ancient Origins,86,Water,180,Basic,Full Art,-,-,,-,
Ampharos-EX,Ancient Origins,87,Lightning,170,Basic,Full Art,-,-,,-,
Mega Ampharos-EX,Ancient Origins,88,Lightning,220,Mega,Full Art,-,-,,-,
Hoopa-EX,Ancient Origins,89,Psychic,170,Basic,Full Art,-,-,,-,
Machamp-EX,Ancient Origins,90,Fighting,180,Basic,Full Art,-,-,,-,
Tyranitar-EX,Ancient Origins,91,Darkness,180,Basic,Full Art,-,-,,-,
Mega Tyranitar-EX,Ancient Origins,92,Darkness,240,Mega,Full Art,-,-,,-,
Giratina-EX,Ancient Origins,93,Dragon,170,Basic,Full Art,-,-,,-,
Lugia-EX,Ancient Origins,94,Colorless,170,Basic,Full Art,-,-,,-,
Steven,Ancient Origins,95,Trainer,,Supporter,Full Art,-,-,,-,
Primal Kyogre-EX,Ancient Origins,96,Water,240,Mega,Full Art,-,-,,-,
Primal Groudon-EX,Ancient Origins,97,Fighting,240,Mega,Full Art,-,-,,-,
Mega Rayquaza-EX,Ancient Origins,98,Colorless,220,Mega,Full Art,-,-,,-,
Energy Retrieval,Ancient Origins,99,Trainer,,Item,Secret Rare,-,-,,-,
Trainers' Mail,Ancient Origins,100,Trainer,,Item,Secret Rare,-,-,,-,
Paras,BREAKthrough,1,Grass,60,Basic,Common,-,-,,,
Parasect,BREAKthrough,2,Grass,100,Stage 1,Rare,-,-,,,
Pinsir,BREAKthrough,3,Grass,100,Basic,Uncommon,-,-,,,
Cacnea,BREAKthrough,4,Grass,60,Basic,Common,-,-,,,
Pansage,BREAKthrough,5,Grass,60,Basic,Common,-,-,,,
Simisage,BREAKthrough,6,Grass,90,Stage 1,Rare,-,-,,,
Chespin,BREAKthrough,7,Grass,60,Basic,Common,-,-,,,
Chespin,BREAKthrough,8,Grass,60,Basic,Common,-,-,,,
Chespin,BREAKthrough,9,Grass,60,Basic,Common,-,-,,,
Quilladin,BREAKthrough,10,Grass,90,Stage 1,Uncommon,-,-,,,
Chesnaught,BREAKthrough,11,Grass,160,Stage 2,Holo Rare,-,-,,,
Chesnaught BREAK,BREAKthrough,12,Grass,190,BREAK,Rare BREAK,-,-,,-,
Scatterbug,BREAKthrough,13,Grass,30,Basic,Common,-,-,,,
Spewpa,BREAKthrough,14,Grass,70,Stage 1,Uncommon,-,-,,,
Vivillon,BREAKthrough,15,Grass,120,Stage 2,Holo Rare,-,-,,,
Skiddo,BREAKthrough,16,Grass,70,Basic,Common,-,-,,,
Gogoat,BREAKthrough,17,Grass,120,Stage 1,Uncommon,-,-,,,
Cyndaquil,BREAKthrough,18,Fire,60,Basic,Common,-,-,,,
Quilava,BREAKthrough,19,Fire,80,Stage 1,Uncommon,-,-,,,
Typhlosion,BREAKthrough,20,Fire,150,Stage 2,Holo Rare,-,-,,,
Houndoom-EX,BREAKthrough,21,Fire,170,Basic,EX Rare,-,-,,-,
Mega Houndoom-EX,BREAKthrough,22,Fire,210,Mega,EX Rare,-,-,,-,
Pansear,BREAKthrough,23,Fire,60,Basic,Common,-,-,,,
Simisear,BREAKthrough,24,Fire,90,Stage 1,Rare,-,-,,,
Fennekin,BREAKthrough,25,Fire,50,Basic,Common,-,-,,,
Braixen,BREAKthrough,26,Fire,80,Stage 1,Uncommon,-,-,,,
Goldeen,BREAKthrough,27,Water,60,Basic,Common,-,-,,,
Seaking,BREAKthrough,28,Water,90,Stage 1,Uncommon,-,-,,,
Staryu,BREAKthrough,29,Water,60,Basic,Common,-,-,,,
Starmie,BREAKthrough,30,Water,90,Stage 1,Uncommon,-,-,,,
Remoraid,BREAKthrough,31,Water,60,Basic,Common,-,-,,,
Remoraid,BREAKthrough,32,Water,60,Basic,Common,-,-,,,
Octillery,BREAKthrough,33,Water,90,Stage 1,Holo Rare,-,-,,,
Glalie-EX,BREAKthrough,34,Water,170,Basic,EX Rare,-,-,,-,
Mega Glalie-EX,BREAKthrough,35,Water,220,Mega,EX Rare,-,-,,-,
Piplup,BREAKthrough,36,Water,60,Basic,Common,-,-,,,
Prinplup,BREAKthrough,37,Water,80,Stage 1,Uncommon,-,-,,,
Empoleon,BREAKthrough,38,Water,140,Stage 2,Holo Rare,-,-,,,
Snover,BREAKthrough,39,Water,80,Basic,Common,-,-,,,
Abomasnow,BREAKthrough,40,Water,130,Stage 1,Rare,-,-,,,
Panpour,BREAKthrough,41,Water,60,Basic,Common,-,-,,,
Simipour,BREAKthrough,42,Water,90,Stage 1,Rare,-,-,,,
Vanillite,BREAKthrough,43,Water,50,Basic,Common,-,-,,,
Vanillish,BREAKthrough,44,Water,70,Stage 1,Uncommon,-,-,,,
Vanilluxe,BREAKthrough,45,Water,130,Stage 2,Rare,-,-,,,
Froakie,BREAKthrough,46,Water,50,Basic,Common,-,-,,,
Frogadier,BREAKthrough,47,Water,70,Stage 1,Uncommon,-,-,,,
Pikachu,BREAKthrough,48,Lightning,60,Basic,Common,-,-,,,
Raichu,BREAKthrough,49,Lightning,90,Stage 1,Rare,-,-,,,
Raichu BREAK,BREAKthrough,50,Lightning,130,BREAK,Rare BREAK,-,-,,-,
Magnemite,BREAKthrough,51,Lightning,60,Basic,Common,-,-,,,
Magnemite,BREAKthrough,52,Lightning,60,Basic,Common,-,-,,,
Magneton,BREAKthrough,53,Lightning,80,Stage 1,Uncommon,-,-,,,
Magnezone,BREAKthrough,54,Lightning,140,Stage 2,Holo Rare,-,-,,,
Raikou,BREAKthrough,55,Lightning,120,Basic,Holo Rare,-,-,,,
Stunfisk,BREAKthrough,56,Lightning,110,Basic,Uncommon,-,-,,,
Dedenne,BREAKthrough,57,Lightning,60,Basic,Uncommon,-,-,,,
Gastly,BREAKthrough,58,Psychic,50,Basic,Common,-,-,,,
Haunter,BREAKthrough,59,Psychic,70,Stage 1,Uncommon,-,-,,,
Gengar,BREAKthrough,60,Psychic,130,Stage 2,Holo Rare,-,-,,,
Mewtwo-EX,BREAKthrough,61,Psychic,170,Basic,EX Rare,-,-,,-,
Mewtwo-EX,BREAKthrough,62,Psychic,170,Basic,EX Rare,-,-,,-,
Mega Mewtwo-EX,BREAKthrough,63,Psychic,230,Mega,EX Rare,-,-,,-,
Mega Mewtwo-EX,BREAKthrough,64,Psychic,210,Mega,EX Rare,-,-,,-,
Misdreavus,BREAKthrough,65,Psychic,60,Basic,Common,-,-,,,
Mismagius,BREAKthrough,66,Psychic,90,Stage 1,Holo Rare,-,-,,,
Wobbuffet,BREAKthrough,67,Psychic,100,Basic,Uncommon,-,-,,,
Ralts,BREAKthrough,68,Psychic,60,Basic,Common,-,-,,,
Kirlia,BREAKthrough,69,Psychic,80,Stage 1,Uncommon,-,-,,,
Cresselia,BREAKthrough,70,Psychic,110,Basic,Rare,-,-,,,
Woobat,BREAKthrough,71,Psychic,60,Basic,Common,-,-,,,
Swoobat,BREAKthrough,72,Psychic,90,Stage 1,Uncommon,-,-,,,
Elgyem,BREAKthrough,73,Psychic,50,Basic,Common,-,-,,,
Beheeyem,BREAKthrough,74,Psychic,90,Stage 1,Uncommon,-,-,,,
Sandshrew,BREAKthrough,75,Fighting,60,Basic,Common,-,-,,,
Sandslash,BREAKthrough,76,Fighting,90,Stage 1,Uncommon,-,-,,,
Cubone,BREAKthrough,77,Fighting,70,Basic,Common,-,-,,,
Marowak,BREAKthrough,78,Fighting,100,Stage 1,Rare,-,-,,,
Marowak BREAK,BREAKthrough,79,Fighting,140,BREAK,Rare BREAK,-,-,,-,
Swinub,BREAKthrough,80,Fighting,60,Basic,Common,-,-,,,
Piloswine,BREAKthrough,81,Fighting,100,Stage 1,Uncommon,-,-,,,
Mamoswine,BREAKthrough,82,Fighting,160,Stage 2,Holo Rare,-,-,,,
Hippopotas,BREAKthrough,83,Fighting,80,Basic,Common,-,-,,,
Gallade,BREAKthrough,84,Fighting,150,Stage 2,Holo Rare,-,-,,,
Meloetta,BREAKthrough,85,Fighting,90,Basic,Holo Rare,-,-,,,
Pancham,BREAKthrough,86,Fighting,60,Basic,Common,-,-,,,
Hawlucha,BREAKthrough,87,Fighting,80,Basic,Rare,-,-,,,
Cacturne,BREAKthrough,88,Darkness,100,Stage 1,Uncommon,-,-,,,
Zorua,BREAKthrough,89,Darkness,60,Basic,Common,-,-,,,
Zorua,BREAKthrough,90,Darkness,60,Basic,Common,-,-,,,
Zoroark,BREAKthrough,91,Darkness,100,Stage 1,Holo Rare,-,-,,,
Zoroark BREAK,BREAKthrough,92,Darkness,140,BREAK,Rare BREAK,-,-,,-,
Inkay,BREAKthrough,93,Darkness,50,Basic,Common,-,-,,,
Yveltal,BREAKthrough,94,Darkness,130,Basic,Holo Rare,-,-,,,
Bronzor,BREAKthrough,95,Metal,60,Basic,Common,-,-,,,
Bronzong,BREAKthrough,96,Metal,110,Stage 1,Rare,-,-,,,
Mr. Mime,BREAKthrough,97,Fairy,70,Basic,Rare,-,-,,,
Snubbull,BREAKthrough,98,Fairy,70,Basic,Common,-,-,,,
Granbull,BREAKthrough,99,Fairy,120,Stage 1,Uncommon,-,-,,,
Ralts,BREAKthrough,100,Fairy,60,Basic,Common,-,-,,,
Flabébé,BREAKthrough,101,Fairy,30,Basic,Common,-,-,,,
Floette,BREAKthrough,102,Fairy,70,Stage 1,Uncommon,-,-,,,
Florges,BREAKthrough,103,Fairy,110,Stage 2,Rare,-,-,,,
Florges BREAK,BREAKthrough,104,Fairy,140,BREAK,Rare BREAK,-,-,,-,
Spritzee,BREAKthrough,105,Fairy,40,Basic,Common,-,-,,,
Aromatisse,BREAKthrough,106,Fairy,90,Stage 1,Rare,-,-,,,
Xerneas,BREAKthrough,107,Fairy,120,Basic,Holo Rare,-,-,,,
Axew,BREAKthrough,108,Dragon,60,Basic,Common,-,-,,,
Axew,BREAKthrough,109,Dragon,60,Basic,Common,-,-,,,
Fraxure,BREAKthrough,110,Dragon,80,Stage 1,Uncommon,-,-,,,
Haxorus,BREAKthrough,111,Dragon,160,Stage 2,Holo Rare,-,-,,,
Noivern,BREAKthrough,112,Dragon,100,Stage 1,Rare,-,-,,,
Noivern BREAK,BREAKthrough,113,Dragon,130,BREAK,Rare BREAK,-,-,,-,
Meowth,BREAKthrough,114,Colorless,60,Basic,Common,-,-,,,
Doduo,BREAKthrough,115,Colorless,60,Basic,Common,-,-,,,
Doduo,BREAKthrough,116,Colorless,60,Basic,Common,-,-,,,
Dodrio,BREAKthrough,117,Colorless,90,Stage 1,Rare,-,-,,,
Snorlax,BREAKthrough,118,Colorless,120,Basic,Uncommon,-,-,,,
Hoothoot,BREAKthrough,119,Colorless,60,Basic,Common,-,-,,,
Noctowl,BREAKthrough,120,Colorless,90,Stage 1,Rare,-,-,,,
Teddiursa,BREAKthrough,121,Colorless,70,Basic,Common,-,-,,,
Ursaring,BREAKthrough,122,Colorless,130,Stage 1,Uncommon,-,-,,,
Smeargle,BREAKthrough,123,Colorless,70,Basic,Rare,-,-,,,
Swablu,BREAKthrough,124,Colorless,40,Basic,Common,-,-,,,
Starly,BREAKthrough,125,Colorless,50,Basic,Common,-,-,,,
Staravia,BREAKthrough,126,Colorless,80,Stage 1,Uncommon,-,-,,,
Staraptor,BREAKthrough,127,Colorless,140,Stage 2,Rare,-,-,,,
Chatot,BREAKthrough,128,Colorless,70,Basic,Rare,-,-,,,
Rufflet,BREAKthrough,129,Colorless,50,Basic,Common,-,-,,,
Braviary,BREAKthrough,130,Colorless,100,Stage 1,Rare,-,-,,,
Noibat,BREAKthrough,131,Colorless,50,Basic,Common,-,-,,,
Noibat,BREAKthrough,132,Colorless,60,Basic,Common,-,-,,,
Assault Vest,BREAKthrough,133,Trainer,,Item,Uncommon,-,-,,,
Brigette,BREAKthrough,134,Trainer,,Supporter,Uncommon,-,-,,,
Buddy-Buddy Rescue,BREAKthrough,135,Trainer,,Item,Uncommon,-,-,,,
Fisherman,BREAKthrough,136,Trainer,,Supporter,Uncommon,-,-,,,
Float Stone,BREAKthrough,137,Trainer,,Item,Uncommon,-,-,,,
Giovanni's Scheme,BREAKthrough,138,Trainer,,Supporter,Uncommon,-,-,,,
Glalie Spirit Link,BREAKthrough,139,Trainer,,Item,Uncommon,-,-,,,
Heavy Ball,BREAKthrough,140,Trainer,,Item,Uncommon,-,-,,,
Heavy Boots,BREAKthrough,141,Trainer,,Item,Uncommon,-,-,,,
Houndoom Spirit Link,BREAKthrough,142,Trainer,,Item,Uncommon,-,-,,,
Judge,BREAKthrough,143,Trainer,,Supporter,Uncommon,-,-,,,
Mewtwo Spirit Link,BREAKthrough,144,Trainer,,Item,Uncommon,-,-,,,
Parallel City,BREAKthrough,145,Trainer,,Stadium,Uncommon,-,-,,,
Professor's Letter,BREAKthrough,146,Trainer,,Item,Uncommon,-,-,,,
Reserved Ticket,BREAKthrough,147,Trainer,,Item,Uncommon,-,-,,,
Skyla,BREAKthrough,148,Trainer,,Supporter,Uncommon,-,-,,,
Super Rod,BREAKthrough,149,Trainer,,Item,Uncommon,-,-,,,
Town Map,BREAKthrough,150,Trainer,,Item,Uncommon,-,-,,,
Burning Energy,BREAKthrough,151,Energy,,Special Energy,Uncommon,-,-,,,
Rainbow Energy,BREAKthrough,152,Energy,,Special Energy,Uncommon,-,-,,,
Houndoom-EX,BREAKthrough,153,Fire,170,Basic,Full Art,-,-,,-,
Mega Houndoom-EX,BREAKthrough,154,Fire,210,Mega,Full Art,-,-,,-,
Glalie-EX,BREAKthrough,155,Water,170,Basic,Full Art,-,-,,-,
Mega Glalie-EX,BREAKthrough,156,Water,220,Mega,Full Art,-,-,,-,
Mewtwo-EX,BREAKthrough,157,Psychic,170,Basic,Full Art,-,-,,-,
Mewtwo-EX,BREAKthrough,158,Psychic,170,Basic,Full Art,-,-,,-,
Mega Mewtwo-EX,BREAKthrough,159,Psychic,220,Mega,Full Art,-,-,,-,
Mega Mewtwo-EX,BREAKthrough,160,Psychic,210,Mega,Full Art,-,-,,-,
Brigette,BREAKthrough,161,Trainer,,Supporter,Full Art,-,-,,-,
Giovanni's Scheme,BREAKthrough,162,Trainer,,Supporter,Full Art,-,-,,-,
Mewtwo-EX,BREAKthrough,163,Psychic,170,Basic,Secret Rare,-,-,,-,
Mewtwo-EX,BREAKthrough,164,Psychic,170,Basic,Secret Rare,-,-,,-,
Chikorita,BREAKpoint,1,Grass,60,Basic,Common,-,-,,,
Bayleef,BREAKpoint,2,Grass,90,Stage 1,Uncommon,-,-,,,
Meganium,BREAKpoint,3,Grass,150,Stage 2,Holo Rare,-,-,,,
Seedot,BREAKpoint,4,Grass,50,Basic,Common,-,-,,,
Kricketot,BREAKpoint,5,Grass,60,Basic,Common,-,-,,,
Kricketune,BREAKpoint,6,Grass,90,Stage 1,Uncommon,-,-,,,
Petilil,BREAKpoint,7,Grass,50,Basic,Common,-,-,,,
Lilligant,BREAKpoint,8,Grass,80,Stage 1,Rare,-,-,,,
Durant,BREAKpoint,9,Grass,70,Basic,Uncommon,-,-,,,
Growlithe,BREAKpoint,10,Fire,70,Basic,Common,-,-,,,
Arcanine,BREAKpoint,11,Fire,110,Stage 1,Uncommon,-,-,,,
Numel,BREAKpoint,12,Fire,80,Basic,Common,-,-,,,
Camerupt,BREAKpoint,13,Fire,130,Stage 1,Rare,-,-,,,
Emboar-EX,BREAKpoint,14,Fire,180,Basic,EX Rare,-,-,,-,
Heatmor,BREAKpoint,15,Fire,100,Basic,Uncommon,-,-,,,
Psyduck,BREAKpoint,16,Water,60,Basic,Common,-,-,,,
Golduck,BREAKpoint,17,Water,100,Stage 1,Rare,-,-,,,
Golduck BREAK,BREAKpoint,18,Water,140,BREAK,Rare BREAK,-,-,,-,
Slowpoke,BREAKpoint,19,Water,70,Basic,Common,-,-,,,
Slowbro,BREAKpoint,20,Water,100,Stage 1,Uncommon,-,-,,,
Slowking,BREAKpoint,21,Water,100,Stage 1,Holo Rare,-,-,,,
Shellder,BREAKpoint,22,Water,60,Basic,Common,-,-,,,
Shellder,BREAKpoint,23,Water,60,Basic,Common,-,-,,,
Cloyster,BREAKpoint,24,Water,100,Stage 1,Uncommon,-,-,,,
Staryu,BREAKpoint,25,Water,40,Basic,Common,-,-,,,
Gyarados-EX,BREAKpoint,26,Water,180,Basic,EX Rare,-,-,,-,
Mega Gyarados-EX,BREAKpoint,27,Water,240,Mega,EX Rare,-,-,,-,
Lapras,BREAKpoint,28,Water,120,Basic,Uncommon,-,-,,,
Corsola,BREAKpoint,29,Water,80,Basic,Common,-,-,,,
Suicune,BREAKpoint,30,Water,120,Basic,Holo Rare,-,-,,,
Palkia-EX,BREAKpoint,31,Water,180,Basic,EX Rare,-,-,,-,
Manaphy-EX,BREAKpoint,32,Water,120,Basic,EX Rare,-,-,,-,
Tympole,BREAKpoint,33,Water,60,Basic,Common,-,-,,,
Palpitoad,BREAKpoint,34,Water,90,Stage 1,Uncommon,-,-,,,
Seismitoad,BREAKpoint,35,Water,150,Stage 2,Rare,-,-,,,
Ducklett,BREAKpoint,36,Water,60,Basic,Common,-,-,,,
Swanna,BREAKpoint,37,Water,80,Stage 1,Uncommon,-,-,,,
Froakie,BREAKpoint,38,Water,60,Basic,Common,-,-,,,
Frogadier,BREAKpoint,39,Water,70,Stage 1,Uncommon,-,-,,,
Greninja,BREAKpoint,40,Water,130,Stage 2,Rare,-,-,,,
Greninja BREAK,BREAKpoint,41,Water,170,BREAK,Rare BREAK,-,-,,-,
Electabuzz,BREAKpoint,42,Lightning,70,Basic,Common,-,-,,,
Electivire,BREAKpoint,43,Lightning,110,Stage 1,Uncommon,-,-,,,
Shinx,BREAKpoint,44,Lightning,60,Basic,Common,-,-,,,
Luxio,BREAKpoint,45,Lightning,80,Stage 1,Uncommon,-,-,,,
Luxray,BREAKpoint,46,Lightning,140,Stage 2,Rare,-,-,,,
Luxray BREAK,BREAKpoint,47,Lightning,170,BREAK,Rare BREAK,-,-,,-,
Blitzle,BREAKpoint,48,Lightning,60,Basic,Common,-,-,,,
Zebstrika,BREAKpoint,49,Lightning,100,Stage 1,Rare,-,-,,,
Drowzee,BREAKpoint,50,Psychic,70,Basic,Common,-,-,,,
Hypno,BREAKpoint,51,Psychic,90,Stage 1,Rare,-,-,,,
Espeon-EX,BREAKpoint,52,Psychic,170,Basic,EX Rare,-,-,,-,
Skorupi,BREAKpoint,53,Psychic,70,Basic,Common,-,-,,,
Drapion,BREAKpoint,54,Psychic,130,Stage 1,Rare,-,-,,,
Sigilyph,BREAKpoint,55,Psychic,90,Basic,Uncommon,-,-,,,
Trubbish,BREAKpoint,56,Psychic,70,Basic,Common,-,-,,,
Garbodor,BREAKpoint,57,Psychic,100,Stage 1,Holo Rare,-,-,,,
