Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Minun,EX Trainer Kit 2 - Minun,6,Lightning,60,Basic,Common,,,-
Vulpix,EX Trainer Kit 2 - Minun,7,Fire,50,Basic,Common,,,-
Celio's Network,EX Trainer Kit 2 - Minun,8,Trainer,,Supporter,Common,,,-
Energy Search,EX Trainer Kit 2 - Minun,9,Trainer,,Trainer,Common,,,-
Potion,EX Trainer Kit 2 - Minun,10,Trainer,,Trainer,Common,,,-
Fire Energy,EX Trainer Kit 2 - Minun,11,Energy,,Energy,Common,,,-
Lightning Energy,EX Trainer Kit 2 - Minun,12,Energy,,Energy,Common,,,-
Beldum,EX Trainer Kit 2 - Plusle,1,Psychic,50,Basic,Common,,,-
Electrike,EX Trainer Kit 2 - Plusle,2,Lightning,50,Basic,Common,,,-
Grumpig,EX Trainer Kit 2 - Plusle,3,Psychic,70,Stage 1,Common,,,-
Meowth,EX Trainer Kit 2 - Plusle,4,Colorless,50,Basic,Common,,,-
Metang,EX Trainer Kit 2 - Plusle,5,Psychic,80,Stage 1,Common,,,-
Plusle,EX Trainer Kit 2 - Plusle,6,Lightning,60,Basic,Common,,,-
Spoink,EX Trainer Kit 2 - Plusle,7,Psychic,50,Basic,Common,,,-
Energy Search,EX Trainer Kit 2 - Plusle,8,Trainer,,Trainer,Common,,,-
Potion,EX Trainer Kit 2 - Plusle,9,Trainer,,Trainer,Common,,,-
Professor Cozmo's Discovery,EX Trainer Kit 2 - Plusle,10,Trainer,,Supporter,Common,,,-
Lightning Energy,EX Trainer Kit 2 - Plusle,11,Energy,,Energy,Common,,,-
Psychic Energy,EX Trainer Kit 2 - Plusle,12,Energy,,Energy,Common,,,-
Buizel,DP Trainer Kit - Manaphy,1,Water,60,Basic,Common,,,-
Floatzel,DP Trainer Kit - Manaphy,2,Water,90,Stage 1,Common,,,-
Goldeen,DP Trainer Kit - Manaphy,3,Water,60,Basic,Common,,,-
Manaphy,DP Trainer Kit - Manaphy,4,Water,70,Basic,Common,,,-
Piplup,DP Trainer Kit - Manaphy,5,Water,60,Basic,Common,,,-
Prinplup,DP Trainer Kit - Manaphy,6,Water,80,Stage 1,Common,,,-
Seaking,DP Trainer Kit - Manaphy,7,Water,80,Stage 1,Common,,,-
Totodile,DP Trainer Kit - Manaphy,8,Water,50,Basic,Common,,,-
Dusk Ball,DP Trainer Kit - Manaphy,9,Trainer,,Trainer,Common,,,-
Energy Search,DP Trainer Kit - Manaphy,10,Trainer,,Trainer,Common,,,-
Potion,DP Trainer Kit - Manaphy,11,Trainer,,Trainer,Common,,,-
Water Energy,DP Trainer Kit - Manaphy,12,Energy,,Energy,Common,,,-
Geodude,DP Trainer Kit - Lucario,1,Fighting,60,Basic,Common,,,-
Graveler,DP Trainer Kit - Lucario,2,Fighting,90,Stage 1,Common,,,-
Lucario,DP Trainer Kit - Lucario,3,Fighting,90,Stage 1,Common,,,-
Machoke,DP Trainer Kit - Lucario,4,Fighting,80,Stage 1,Common,,,-
Machop,DP Trainer Kit - Lucario,5,Fighting,60,Basic,Common,,,-
Riolu,DP Trainer Kit - Lucario,6,Fighting,60,Basic,Common,,,-
Starly,DP Trainer Kit - Lucario,7,Colorless,50,Basic,Common,,,-
Energy Search,DP Trainer Kit - Lucario,8,Trainer,,Trainer,Common,,,-
Potion,DP Trainer Kit - Lucario,9,Trainer,,Trainer,Common,,,-
Quick Ball,DP Trainer Kit - Lucario,10,Trainer,,Trainer,Common,,,-
Fighting Energy,DP Trainer Kit - Lucario,11,Energy,,Energy,Common,,,-
Moomoo Milk,HGSS Trainer Kit - Raichu,1,Trainer,,Trainer,Common,,,-
Pikachu,HGSS Trainer Kit - Raichu,2,Lightning,60,Basic,Common,,,-
Flaaffy,HGSS Trainer Kit - Raichu,3,Lightning,80,Stage 1,Common,,,-
Meowth,HGSS Trainer Kit - Raichu,4,Colorless,60,Basic,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,5,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,6,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,7,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,8,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,9,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,10,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,11,Energy,,Energy,Common,,,-
Meowth,HGSS Trainer Kit - Raichu,12,Colorless,60,Basic,Common,,,-
Mareep,HGSS Trainer Kit - Raichu,13,Lightning,40,Basic,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,14,Energy,,Energy,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,15,Energy,,Energy,Common,,,-
Pikachu,HGSS Trainer Kit - Raichu,16,Lightning,60,Basic,Common,,,-
Flaaffy,HGSS Trainer Kit - Raichu,17,Lightning,80,Stage 1,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,18,Energy,,Energy,Common,,,-
Raichu,HGSS Trainer Kit - Raichu,19,Lightning,90,Stage 1,Common,,,-
Mareep,HGSS Trainer Kit - Raichu,20,Lightning,40,Basic,Common,,,-
Copycat,HGSS Trainer Kit - Raichu,21,Trainer,,Supporter,Common,,,-
Pokémon Collector,HGSS Trainer Kit - Raichu,22,Trainer,,Supporter,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,23,Energy,,Energy,Common,,,-
Switch,HGSS Trainer Kit - Raichu,24,Trainer,,Trainer,Common,,,-
Poké Ball,HGSS Trainer Kit - Raichu,25,Trainer,,Trainer,Common,,,-
Moomoo Milk,HGSS Trainer Kit - Raichu,26,Trainer,,Trainer,Common,,,-
Pokémon Collector,HGSS Trainer Kit - Raichu,27,Trainer,,Supporter,Common,,,-
Lightning Energy,HGSS Trainer Kit - Raichu,28,Energy,,Energy,Common,,,-
Energy Switch,HGSS Trainer Kit - Raichu,29,Trainer,,Trainer,Common,,,-
Raichu,HGSS Trainer Kit - Raichu,30,Lightning,90,Stage 1,Common,,,-
Totodile,HGSS Trainer Kit - Gyarados,1,Water,60,Basic,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,2,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,3,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,4,Energy,,Energy,Common,,,-
Bill,HGSS Trainer Kit - Gyarados,5,Trainer,,Supporter,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,6,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,7,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,8,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,9,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,10,Energy,,Energy,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,11,Energy,,Energy,Common,,,-
Magikarp,HGSS Trainer Kit - Gyarados,12,Water,30,Basic,Common,,,-
Croconaw,HGSS Trainer Kit - Gyarados,13,Water,80,Stage 1,Common,,,-
Totodile,HGSS Trainer Kit - Gyarados,14,Water,60,Basic,Common,,,-
Marill,HGSS Trainer Kit - Gyarados,15,Water,60,Basic,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,16,Energy,,Energy,Common,,,-
Croconaw,HGSS Trainer Kit - Gyarados,17,Water,80,Stage 1,Common,,,-
Bill,HGSS Trainer Kit - Gyarados,18,Trainer,,Supporter,Common,,,-
Magikarp,HGSS Trainer Kit - Gyarados,19,Water,30,Basic,Common,,,-
Gyarados,HGSS Trainer Kit - Gyarados,20,Water,130,Stage 1,Common,,,-
Energy Switch,HGSS Trainer Kit - Gyarados,21,Trainer,,Trainer,Common,,,-
Pokémon Communication,HGSS Trainer Kit - Gyarados,22,Trainer,,Trainer,Common,,,-
Poké Ball,HGSS Trainer Kit - Gyarados,23,Trainer,,Trainer,Common,,,-
Marill,HGSS Trainer Kit - Gyarados,24,Water,60,Basic,Common,,,-
Professor Elm's Training Method,HGSS Trainer Kit - Gyarados,25,Trainer,,Supporter,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,26,Energy,,Energy,Common,,,-
Pokémon Communication,HGSS Trainer Kit - Gyarados,27,Trainer,,Trainer,Common,,,-
Switch,HGSS Trainer Kit - Gyarados,28,Trainer,,Trainer,Common,,,-
Water Energy,HGSS Trainer Kit - Gyarados,29,Energy,,Energy,Common,,,-
Gyarados,HGSS Trainer Kit - Gyarados,30,Water,130,Stage 1,Common,,,-
Lillipup,BW Trainer Kit - Excadrill,1,Colorless,50,Basic,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,2,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,3,Energy,,Energy,Common,,,-
Energy Switch,BW Trainer Kit - Excadrill,4,Trainer,,Item,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,5,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,6,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,7,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,8,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,9,Energy,,Energy,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,10,Energy,,Energy,Common,,,-
Timburr,BW Trainer Kit - Excadrill,11,Fighting,60,Basic,Common,,,-
Audino,BW Trainer Kit - Excadrill,12,Colorless,80,Basic,Common,,,-
Drilbur,BW Trainer Kit - Excadrill,13,Fighting,70,Basic,Common,,,-
Gurdurr,BW Trainer Kit - Excadrill,14,Fighting,80,Stage 1,Common,,,-
Potion,BW Trainer Kit - Excadrill,15,Trainer,,Item,Common,,,-
PlusPower,BW Trainer Kit - Excadrill,16,Trainer,,Item,Common,,,-
Excadrill,BW Trainer Kit - Excadrill,17,Fighting,110,Stage 1,Common,,,-
Audino,BW Trainer Kit - Excadrill,18,Colorless,80,Basic,Common,,,-
Herdier,BW Trainer Kit - Excadrill,19,Colorless,80,Stage 1,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,20,Energy,,Energy,Common,,,-
Energy Search,BW Trainer Kit - Excadrill,21,Trainer,,Item,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,22,Energy,,Energy,Common,,,-
Potion,BW Trainer Kit - Excadrill,23,Trainer,,Item,Common,,,-
Pokémon Communication,BW Trainer Kit - Excadrill,24,Trainer,,Item,Common,,,-
Drilbur,BW Trainer Kit - Excadrill,25,Fighting,70,Basic,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,26,Energy,,Energy,Common,,,-
Lillipup,BW Trainer Kit - Excadrill,27,Colorless,50,Basic,Common,,,-
Fighting Energy,BW Trainer Kit - Excadrill,28,Energy,,Energy,Common,,,-
Timburr,BW Trainer Kit - Excadrill,29,Fighting,60,Basic,Common,,,-
Excadrill,BW Trainer Kit - Excadrill,30,Fighting,110,Stage 1,Common,,,-
Purrloin,BW Trainer Kit - Zoroark,1,Darkness,60,Basic,Common,,,-
Watchog,BW Trainer Kit - Zoroark,2,Colorless,90,Stage 1,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,3,Energy,,Energy,Common,,,-
Minccino,BW Trainer Kit - Zoroark,4,Colorless,60,Basic,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,5,Energy,,Energy,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,6,Energy,,Energy,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,7,Energy,,Energy,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,8,Energy,,Energy,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,9,Energy,,Energy,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,10,Energy,,Energy,Common,,,-
PlusPower,BW Trainer Kit - Zoroark,11,Trainer,,Item,Common,,,-
Patrat,BW Trainer Kit - Zoroark,12,Colorless,50,Basic,Common,,,-
Zorua,BW Trainer Kit - Zoroark,13,Darkness,60,Basic,Common,,,-
Pidove,BW Trainer Kit - Zoroark,14,Colorless,50,Basic,Common,,,-
Tranquill,BW Trainer Kit - Zoroark,15,Colorless,70,Stage 1,Common,,,-
Energy Retrieval,BW Trainer Kit - Zoroark,16,Trainer,,Item,Common,,,-
Zoroark,BW Trainer Kit - Zoroark,17,Darkness,100,Stage 1,Common,,,-
Pokémon Communication,BW Trainer Kit - Zoroark,18,Trainer,,Item,Common,,,-
Minccino,BW Trainer Kit - Zoroark,19,Colorless,60,Basic,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,20,Energy,,Energy,Common,,,-
Pidove,BW Trainer Kit - Zoroark,21,Colorless,50,Basic,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,22,Energy,,Energy,Common,,,-
Zorua,BW Trainer Kit - Zoroark,23,Darkness,60,Basic,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,24,Energy,,Energy,Common,,,-
Purrloin,BW Trainer Kit - Zoroark,25,Darkness,60,Basic,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,26,Energy,,Energy,Common,,,-
Energy Search,BW Trainer Kit - Zoroark,27,Trainer,,Item,Common,,,-
Darkness Energy,BW Trainer Kit - Zoroark,28,Energy,,Energy,Common,,,-
Patrat,BW Trainer Kit - Zoroark,29,Colorless,50,Basic,Common,,,-
Zoroark,BW Trainer Kit - Zoroark,30,Darkness,100,Stage 1,Common,,,-
Fletchling,XY Trainer Kit - Sylveon,1,Colorless,50,Basic,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,2,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,3,Energy,,Energy,,,,-
Switch,XY Trainer Kit - Sylveon,4,Trainer,,Item,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,5,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,6,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,7,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,8,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,9,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,10,Energy,,Energy,,,,-
Snubbull,XY Trainer Kit - Sylveon,11,Fairy,70,Basic,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,12,Energy,,Energy,,,,-
Eevee,XY Trainer Kit - Sylveon,13,Colorless,60,Basic,,,,-
Granbull,XY Trainer Kit - Sylveon,14,Fairy,100,Stage 1,,,,-
Sylveon,XY Trainer Kit - Sylveon,15,Fairy,90,Stage 1,,,,-
Furfrou,XY Trainer Kit - Sylveon,16,Colorless,90,Basic,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,17,Energy,,Energy,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,18,Energy,,Energy,,,,-
Fletchling,XY Trainer Kit - Sylveon,19,Colorless,50,Basic,,,,-
Potion,XY Trainer Kit - Sylveon,20,Trainer,,Item,,,,-
Eevee,XY Trainer Kit - Sylveon,21,Colorless,60,Basic,,,,-
Furfrou,XY Trainer Kit - Sylveon,22,Colorless,80,Basic,,,,-
Pokémon Catcher,XY Trainer Kit - Sylveon,23,Trainer,,Item,,,,-
Potion,XY Trainer Kit - Sylveon,24,Trainer,,Item,,,,-
Fairy Energy,XY Trainer Kit - Sylveon,25,Energy,,Energy,,,,-
Poké Ball,XY Trainer Kit - Sylveon,26,Trainer,,Item,,,,-
Snubbull,XY Trainer Kit - Sylveon,27,Fairy,70,Basic,,,,-
Professor's Letter,XY Trainer Kit - Sylveon,28,Trainer,,Item,,,,-
Granbull,XY Trainer Kit - Sylveon,29,Fairy,100,Stage 1,,,,-
Sylveon,XY Trainer Kit - Sylveon,30,Fairy,90,Stage 1,,,,-
Spoink,XY Trainer Kit - Noivern,1,Psychic,60,Basic,Common,,,-
Gourgeist,XY Trainer Kit - Noivern,2,Psychic,100,Stage 1,Common,,,-
Arbok,XY Trainer Kit - Noivern,3,Psychic,90,Stage 1,Common,,,-
Bunnelby,XY Trainer Kit - Noivern,4,Colorless,60,Basic,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,5,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,6,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,7,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,8,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,9,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,10,Energy,,Energy,Common,,,-
Pumpkaboo,XY Trainer Kit - Noivern,11,Psychic,60,Basic,Common,,,-
Noibat,XY Trainer Kit - Noivern,12,Colorless,60,Basic,Common,,,-
Noivern,XY Trainer Kit - Noivern,13,Dragon,110,Stage 1,Common,,,-
Pokémon Catcher,XY Trainer Kit - Noivern,14,Trainer,,Item,Common,,,-
Potion,XY Trainer Kit - Noivern,15,Trainer,,Item,Common,,,-
Ekans,XY Trainer Kit - Noivern,16,Psychic,70,Basic,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,17,Energy,,Energy,Common,,,-
Pumpkaboo,XY Trainer Kit - Noivern,18,Psychic,60,Basic,Common,,,-
Darkness Energy,XY Trainer Kit - Noivern,19,Energy,,Energy,Common,,,-
Furfrou,XY Trainer Kit - Noivern,20,Colorless,90,Basic,Common,,,-
Poké Ball,XY Trainer Kit - Noivern,21,Trainer,,Item,Common,,,-
Darkness Energy,XY Trainer Kit - Noivern,22,Energy,,Energy,Common,,,-
Noibat,XY Trainer Kit - Noivern,23,Colorless,60,Basic,Common,,,-
Professor's Letter,XY Trainer Kit - Noivern,24,Trainer,,Item,Common,,,-
Psychic Energy,XY Trainer Kit - Noivern,25,Energy,,Energy,Common,,,-
Darkness Energy,XY Trainer Kit - Noivern,26,Energy,,Energy,Common,,,-
Potion,XY Trainer Kit - Noivern,27,Trainer,,Item,Common,,,-
Darkness Energy,XY Trainer Kit - Noivern,28,Energy,,Energy,Common,,,-
Switch,XY Trainer Kit - Noivern,29,Trainer,,Item,Common,,,-
Noivern,XY Trainer Kit - Noivern,30,Dragon,110,Stage 1,Common,,,-
Fletchling,XY Trainer Kit - Bisharp,1,Colorless,50,Basic,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,2,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,3,Energy,,Energy,Common,,,-
Vigoroth,XY Trainer Kit - Bisharp,4,Colorless,90,Stage 1,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,5,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,6,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,7,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,8,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,9,Energy,,Energy,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,10,Energy,,Energy,Common,,,-
Honedge,XY Trainer Kit - Bisharp,11,Metal,60,Basic,Common,,,-
Bidoof,XY Trainer Kit - Bisharp,12,Colorless,60,Basic,Common,,,-
Pawniard,XY Trainer Kit - Bisharp,13,Metal,60,Basic,Common,,,-
Doublade,XY Trainer Kit - Bisharp,14,Metal,80,Stage 1,Common,,,-
Slakoth,XY Trainer Kit - Bisharp,15,Colorless,60,Basic,Common,,,-
Bisharp,XY Trainer Kit - Bisharp,16,Metal,90,Stage 1,Common,,,-
Patrat,XY Trainer Kit - Bisharp,17,Colorless,60,Basic,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,18,Energy,,Energy,Common,,,-
Tierno,XY Trainer Kit - Bisharp,19,Trainer,,Supporter,Common,,,-
Trevor,XY Trainer Kit - Bisharp,20,Trainer,,Supporter,Common,,,-
Pawniard,XY Trainer Kit - Bisharp,21,Metal,60,Basic,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,22,Energy,,Energy,Common,,,-
Doublade,XY Trainer Kit - Bisharp,23,Metal,80,Stage 1,Common,,,-
Metal Energy,XY Trainer Kit - Bisharp,24,Energy,,Energy,Common,,,-
Potion,XY Trainer Kit - Bisharp,25,Trainer,,Item,Common,,,-
Slakoth,XY Trainer Kit - Bisharp,26,Colorless,60,Basic,Common,,,-
Honedge,XY Trainer Kit - Bisharp,27,Metal,60,Basic,Common,,,-
Vigoroth,XY Trainer Kit - Bisharp,28,Colorless,90,Stage 1,Common,,,-
Potion,XY Trainer Kit - Bisharp,29,Trainer,,Item,Common,,,-
Bisharp,XY Trainer Kit - Bisharp,30,Metal,90,Stage 1,Common,,,-
Swirlix,XY Trainer Kit - Wigglytuff,1,Fairy,60,Basic,Common,,,-
Pidgeotto,XY Trainer Kit - Wigglytuff,2,Colorless,80,Stage 1,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,3,Energy,,Energy,Common,,,-
Sentret,XY Trainer Kit - Wigglytuff,4,Colorless,50,Basic,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,5,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,6,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,7,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,8,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,9,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,10,Energy,,Energy,Common,,,-
Pidgey,XY Trainer Kit - Wigglytuff,11,Colorless,60,Basic,Common,,,-
Jigglypuff,XY Trainer Kit - Wigglytuff,12,Fairy,60,Basic,Common,,,-
Clefairy,XY Trainer Kit - Wigglytuff,13,Fairy,60,Basic,Common,,,-
Wigglytuff,XY Trainer Kit - Wigglytuff,14,Fairy,100,Stage 1,Common,,,-
Potion,XY Trainer Kit - Wigglytuff,15,Trainer,,Item,Common,,,-
Clefable,XY Trainer Kit - Wigglytuff,16,Fairy,90,Stage 1,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,17,Energy,,Energy,Common,,,-
Swirlix,XY Trainer Kit - Wigglytuff,18,Fairy,60,Basic,Common,,,-
Clefairy,XY Trainer Kit - Wigglytuff,19,Fairy,60,Basic,Common,,,-
Potion,XY Trainer Kit - Wigglytuff,20,Trainer,,Item,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,21,Energy,,Energy,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,22,Energy,,Energy,Common,,,-
Pidgeotto,XY Trainer Kit - Wigglytuff,23,Colorless,80,Stage 1,Common,,,-
Trevor,XY Trainer Kit - Wigglytuff,24,Trainer,,Supporter,Common,,,-
Jigglypuff,XY Trainer Kit - Wigglytuff,25,Fairy,60,Basic,Common,,,-
Tierno,XY Trainer Kit - Wigglytuff,26,Trainer,,Supporter,Common,,,-
Fairy Energy,XY Trainer Kit - Wigglytuff,27,Energy,,Energy,Common,,,-
Clefable,XY Trainer Kit - Wigglytuff,28,Fairy,90,Stage 1,Common,,,-
Pidgey,XY Trainer Kit - Wigglytuff,29,Colorless,60,Basic,Common,,,-
Wigglytuff,XY Trainer Kit - Wigglytuff,30,Fairy,100,Stage 1,Common,,,-
Grass Energy,XY Trainer Kit - Latias,1,Energy,,Energy,Common,,,-
Grass Energy,XY Trainer Kit - Latias,2,Energy,,Energy,Common,,,-
Grass Energy,XY Trainer Kit - Latias,3,Energy,,Energy,Common,,,-
Fletchling,XY Trainer Kit - Latias,4,Colorless,50,Basic,Common,,,-
Grass Energy,XY Trainer Kit - Latias,5,Energy,,Energy,Common,,,-
Lombre,XY Trainer Kit - Latias,6,Grass,80,Stage 1,Common,,,-
Treecko,XY Trainer Kit - Latias,7,Grass,60,Basic,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,8,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,9,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,10,Energy,,Energy,Common,,,-
Lotad,XY Trainer Kit - Latias,11,Grass,60,Basic,Common,,,-
Tangrowth,XY Trainer Kit - Latias,12,Grass,130,Stage 1,Common,,,-
Tangela,XY Trainer Kit - Latias,13,Grass,80,Basic,Common,,,-
Latias,XY Trainer Kit - Latias,14,Psychic,100,Basic,Common,,,-
Potion,XY Trainer Kit - Latias,15,Trainer,,Item,Common,,,-
Surskit,XY Trainer Kit - Latias,16,Grass,50,Basic,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,17,Energy,,Energy,Common,,,-
Grovyle,XY Trainer Kit - Latias,18,Grass,80,Stage 1,Common,,,-
Grass Energy,XY Trainer Kit - Latias,19,Energy,,Energy,Common,,,-
Acro Bike,XY Trainer Kit - Latias,20,Trainer,,Item,Common,,,-
Lombre,XY Trainer Kit - Latias,21,Grass,80,Stage 1,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,22,Energy,,Energy,Common,,,-
Lotad,XY Trainer Kit - Latias,23,Grass,60,Basic,Common,,,-
Treecko,XY Trainer Kit - Latias,24,Grass,60,Basic,Common,,,-
Tangrowth,XY Trainer Kit - Latias,25,Grass,130,Stage 1,Common,,,-
Tangela,XY Trainer Kit - Latias,26,Grass,80,Basic,Common,,,-
Grovyle,XY Trainer Kit - Latias,27,Grass,80,Stage 1,Common,,,-
Psychic Energy,XY Trainer Kit - Latias,28,Energy,,Energy,Common,,,-
Acro Bike,XY Trainer Kit - Latias,29,Trainer,,Item,Common,,,-
Latias,XY Trainer Kit - Latias,30,Psychic,100,Basic,Common,,,-
Skitty,XY Trainer Kit - Latios,1,Colorless,50,Basic,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,2,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,3,Energy,,Energy,Common,,,-
Rhydon,XY Trainer Kit - Latios,4,Fighting,100,Stage 1,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,5,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,6,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,7,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,8,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,9,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,10,Energy,,Energy,Common,,,-
Machop,XY Trainer Kit - Latios,11,Fighting,70,Basic,Common,,,-
Solrock,XY Trainer Kit - Latios,12,Fighting,80,Basic,Common,,,-
Latios,XY Trainer Kit - Latios,13,Psychic,110,Basic,Common,,,-
Machoke,XY Trainer Kit - Latios,14,Fighting,90,Stage 1,Common,,,-
Rhyhorn,XY Trainer Kit - Latios,15,Fighting,80,Basic,Common,,,-
Psychic Energy,XY Trainer Kit - Latios,16,Energy,,Energy,Common,,,-
Fighting Energy,XY Trainer Kit - Latios,17,Energy,,Energy,Common,,,-
Psychic Energy,XY Trainer Kit - Latios,18,Energy,,Energy,Common,,,-
Delcatty,XY Trainer Kit - Latios,19,Colorless,80,Stage 1,Common,,,-
Acro Bike,XY Trainer Kit - Latios,20,Trainer,,Item,Common,,,-
Potion,XY Trainer Kit - Latios,21,Trainer,,Item,Common,,,-
Machoke,XY Trainer Kit - Latios,22,Fighting,90,Stage 1,Common,,,-
Rhyhorn,XY Trainer Kit - Latios,23,Fighting,80,Basic,Common,,,-
